TransactionID,CustomerID,LocationNormalized,CustAccountBalance,TransactionAmount (INR),spend_balance_ratio
T59038,C7621251,BANGALORE,29.33,6722.0,229.18513467439482
T496082,C2754151,GOHANA,0.48,110.0,229.16666666666669
T527928,C6154120,GOHANA,0.48,110.0,229.16666666666669
T685820,C5264924,BANGALORE,6.73,1542.0,229.1233283803863
T761508,C7229360,DELHI,1.82,417.0,229.12087912087912
T687372,C2214074,BANGALORE,24.9,5705.0,229.11646586345384
T285729,C5025473,PATNA,1.41,323.0,229.07801418439718
T565135,C2731481,PUNE,8.74,2000.0,228.83295194508008
T237664,C6729215,CHENNAI,0.94,215.0,228.72340425531917
T506863,C4431172,PATIALA,1.97,450.0,228.4263959390863
T914374,C4423237,NEW DELHI,33.22,7587.0,228.38651414810357
T900633,C5432636,GUWAHATI,2.19,500.0,228.31050228310502
T358867,C7517283,NEW DELHI,3.66,835.43,228.25956284153003
T350382,C5938153,GANGTOK,1.1,251.0,228.18181818181816
T745019,C6138113,GANGTOK,1.1,251.0,228.18181818181816
T63718,C2146216,KURUKSHETRA,2.63,600.0,228.13688212927758
T1030387,C4443286,GURGAON,0.57,130.0,228.07017543859652
T333558,C7541620,DELHI,5.29,1206.0,227.97731568998108
T907722,C6877440,MOHALI,4.39,1000.0,227.79043280182233
T230815,C5820352,MALAPPURAM,6.75,1537.5,227.77777777777777
T665543,C4432011,PUNE,2.02,460.0,227.72277227722773
T257140,C7417287,AMRITSAR,4.43,1008.63,227.68171557562079
T183685,C4625427,PATNA,1.41,321.0,227.6595744680851
T676263,C2932543,CHANDIGARH,21.95,4991.0,227.38041002277905
T401424,C8067851,CHENNAI,0.88,200.0,227.27272727272728
T542858,C3567853,CHENNAI,0.88,200.0,227.27272727272728
T996303,C1334274,RAE BARELI,2.64,600.0,227.27272727272725
T152796,C4515251,NALGONDA,4.81,1093.0,227.23492723492726
T353597,C6336227,PALAKKAD,0.64,145.39,227.17187499999997
T250218,C6660083,FARIDABAD,0.63,143.0,226.984126984127
T588710,C1160054,FARIDABAD,0.63,143.0,226.984126984127
T202178,C4818035,BANGALORE,3.12,708.0,226.9230769230769
T807634,C7933527,CHENNAI,6.13,1391.0,226.9168026101142
T156290,C2831469,PUNE,8.74,1982.0,226.77345537757438
T705699,C2279575,MUMBAI,4.64,1052.0,226.7241379310345
T904836,C4916043,DERA BASSI,7.94,1800.0,226.70025188916875
T814873,C7224418,MARGHERITA,20.1,4554.0,226.56716417910445
T939171,C2535972,MUMBAI,30.44,6896.0,226.54402102496715
T60673,C2814052,FARIDABAD,15.57,3527.0,226.52536929993576
T283750,C1722842,BEHROR,61.72,13977.0,226.45819831497084
T10209,C7680973,MUMBAI,6.46,1462.0,226.31578947368422
T219208,C2357879,FARIDABAD,2.21,500.0,226.2443438914027
T288865,C3225244,NEW DELHI,4.42,1000.0,226.2443438914027
T712160,C7424971,MUMBAI,23.1,5225.0,226.19047619047618
T138675,C6620535,GURGAON,1.15,260.0,226.08695652173915
T114862,C6020749,NEW DELHI,4.32,976.0,225.92592592592592
T1045787,C1015213,CHANDIGARH,0.89,201.0,225.8426966292135
T182516,C9015226,CHANDIGARH,0.89,201.0,225.8426966292135
T841452,C2715281,CHANDIGARH,0.89,201.0,225.8426966292135
T946594,C8632060,PUNE,2.02,456.0,225.74257425742573
T63158,C6311848,VASHI  NAVI MUMBAI,2.88,650.0,225.69444444444446
T1037109,C9012766,MUMBAI,14.44,3259.0,225.69252077562328
T656782,C4214864,CHENNAI,35.1,7914.0,225.47008547008545
T762444,C2225535,BANGALORE,83.33,18786.0,225.44101764070564
T399970,C6911792,MOHALI,1.73,390.0,225.4335260115607
T313289,C3128086,DELHI,14.16,3190.0,225.28248587570621
T499601,C5429778,NORTH 24 PARGANAS,0.8,180.0,225.0
T618028,C6012513,CHANDIGARH,4.37,983.0,224.9427917620137
T203281,C2438382,NEW DELHI,0.89,200.0,224.7191011235955
T547649,C8213770,HAMIRPUR,0.89,200.0,224.7191011235955
T553662,C1415258,CHANDIGARH,0.89,200.0,224.7191011235955
T83254,C7478738,MUMBAI,2.65,595.0,224.52830188679246
T178158,C7840266,MUMBAI,2.55,572.52,224.51764705882354
T358870,C1612191,RUDRAPUR,4.45,999.0,224.4943820224719
T1022451,C1429850,THALASSERY,7.01,1573.0,224.39372325249644
T1008617,C8725741,WAYANAD,0.99,222.0,224.24242424242425
T582308,C6123959,DELHI,0.29,65.0,224.13793103448276
T421930,C9022253,DELHI,10.16,2277.0,224.11417322834646
T102849,C8291344,HOWRAH,26.85,6015.0,224.02234636871506
T600307,C1035338,GREATER NOIDA,3.04,681.0,224.01315789473685
T111879,C2136191,PATHANAMTHITTA,1.63,365.0,223.92638036809817
T99016,C4814889,LUCKNOW,8.49,1900.0,223.7926972909305
T170087,C6327919,RANGAREDDI,69.27,15500.0,223.762090371012
T193497,C3934148,LUDHIANA,6.71,1500.0,223.54694485842026
T689841,C6739234,VISAKHAPATNAM,5.37,1200.0,223.46368715083798
T246469,C2938442,MUMBAI,17.16,3832.1,223.3158508158508
T931385,C7221788,GURGAON,2.15,480.0,223.25581395348837
T597774,C3030058,MUMBAI,0.56,125.0,223.2142857142857
T761589,C8625520,BANGALORE,83.33,18600.0,223.20892835713428
T970048,C2798861,BANGALORE,3.58,799.0,223.18435754189943
T377948,C7119420,NEW DELHI,179.25,40000.0,223.15202231520223
T1010752,C3114182,NEW DELHI,2.69,600.0,223.04832713754647
T448507,C7512247,GURGAON,17.91,3994.0,223.0039084310441
T930277,C1838623,NEW DELHI,26.98,6015.0,222.94292068198666
T98281,C6310892,PATNA,4.24,945.0,222.87735849056602
T505771,C2211781,BANGALORE,4.94,1100.0,222.6720647773279
T110010,C7315287,CHANDIGARH,0.89,198.0,222.47191011235955
T581449,C7015238,CHANDIGARH,0.89,198.0,222.47191011235955
T660886,C3615287,CHANDIGARH,0.89,198.0,222.47191011235955
T801062,C6415265,CHANDIGARH,0.89,198.0,222.47191011235955
T459588,C8240683,AHMEDABAD,10.88,2420.0,222.42647058823528
T283735,C4325586,JAIPUR,4.44,987.0,222.2972972972973
T112334,C4323664,CHENNAI,0.9,200.0,222.22222222222223
T114992,C5577074,DELHI,0.45,100.0,222.22222222222223
T210712,C2839727,BANGALORE,0.45,100.0,222.22222222222223
T232016,C3432079,THANJAVUR,16.47,3660.0,222.22222222222223
T24740,C3523671,CHENNAI,0.9,200.0,222.22222222222223
T746177,C2339779,BANGALORE,0.45,100.0,222.22222222222223
T772576,C1123670,CHENNAI,0.9,200.0,222.22222222222223
T835741,C4139769,BANGALORE,0.45,100.0,222.22222222222223
T862602,C1413074,PRAKASAM DIST (AP),0.36,80.0,222.22222222222223
T728188,C8215987,NEW DELHI,22.08,4905.0,222.1467391304348
T562114,C1510061,NEW DELHI,34.35,7628.0,222.06695778748178
T944949,C1721514,VARANASI,11.17,2480.0,222.02327663384065
T909638,C8764387,PUNE,4.1,910.0,221.95121951219514
T586183,C5631622,SHAHJAHANPUR,2.93,650.0,221.84300341296927
T721997,C3618348,NOIDA,7.67,1701.35,221.81877444589307
T896294,C3648163,SARAN,37.49,8315.0,221.79247799413176
T744735,C6820591,GURGAON,1.15,255.0,221.73913043478262
T867849,C6176855,KUTCH,9.0,1995.0,221.66666666666666
T724244,C3118364,NOIDA,7.67,1699.87,221.625814863103
T651198,C3916685,BANGALORE,2.26,500.0,221.23893805309737
T775319,C2911138,KOTTAYAM,45.22,10000.0,221.14108801415304
T750694,C7838777,CHENNAI,12.62,2790.0,221.07765451664028
T71787,C3723282,GAUTAM BUDDHA NAGAR,0.29,64.0,220.6896551724138
T520777,C3922049,NANGANALLUR CHENNAI,5.12,1128.0,220.3125
T74084,C5136975,NEW DELHI,7.22,1590.0,220.22160664819944
T611873,C9073689,MUMBAI,1.0,220.0,220.0
T769807,C4316953,DEORIA,0.25,55.0,220.0
T816305,C1227236,K V RANGAREDDY,8.52,1874.0,219.9530516431925
T477241,C1353421,MEERUT,4.56,1000.0,219.2982456140351
T573691,C8729366,MUMBAI,3.86,846.0,219.17098445595855
T969245,C1260056,FARIDABAD,0.63,138.0,219.04761904761904
T453673,C6635065,GHAZIABAD,4.52,990.0,219.0265486725664
T531582,C8620658,GURGAON,64.94,14220.0,218.97135817677858
T694500,C6278764,MUMBAI,2.65,580.0,218.8679245283019
T175805,C2629414,TARAPUR APP THANE THANE,4.57,1000.0,218.8183807439825
T514256,C2129717,NORTH 24 PARGANAS,0.32,70.0,218.75
T367159,C8229136,PUNE,5.36,1172.46,218.74253731343282
T70461,C4222224,PATNA,5.29,1157.0,218.71455576559546
T199476,C1839412,HYDERABAD,1.66,363.0,218.67469879518075
T676709,C1511155,MUNGER,5.73,1252.0,218.49912739965094
T382951,C5021263,KOTTAYAM,6.49,1418.0,218.4899845916795
T727417,C5128174,DELHI,0.92,201.0,218.47826086956522
T285559,C3229562,DELHI,5.84,1275.85,218.46746575342465
T868876,C4830980,PUNE,10.22,2232.0,218.39530332681016
T733619,C3628460,NEAR BATA MORE KOLKATA,0.11,24.0,218.1818181818182
T155278,C1541035,MEDAK,2.93,639.2,218.15699658703073
T576876,C5811525,SAS NAGAR,2.15,469.0,218.13953488372093
T215608,C7424970,NEW DELHI,39.0,8500.0,217.94871794871796
T593995,C3990327,HYDERABAD,7.26,1579.4,217.5482093663912
T804228,C6811780,GURGAON,1.14,248.0,217.54385964912282
T557591,C7839756,INDORE,137.91,30000.0,217.5331738090059
T313908,C6621540,DELHI,1.38,300.0,217.3913043478261
T60444,C5421557,DELHI,1.38,300.0,217.3913043478261
T66282,C1420515,GURGAON,1.15,250.0,217.3913043478261
T163927,C3639333,NEW DELHI,0.23,50.0,217.39130434782606
T329323,C6339348,NEW DELHI,0.23,50.0,217.39130434782606
T930198,C2720060,NEW DELHI,0.92,200.0,217.39130434782606
T679723,C7518017,BANGALORE,3.12,678.0,217.3076923076923
T60512,C2841636,MEDAK,1.39,302.0,217.26618705035972
T544853,C7129134,KASARAGOD,8.69,1887.0,217.14614499424627
T327976,C4412018,NEW DELHI,4.1,890.0,217.07317073170734
T396131,C3712032,NEW DELHI,4.1,890.0,217.07317073170734
T270440,C2037983,MUMBAI,10.65,2311.0,216.99530516431923
T356275,C8539483,NAVI MUMBAI,2.72,590.0,216.91176470588235
T727613,C2533418,SURAT,83.45,18100.0,216.89634511683641
T692987,C2131920,THANJAVUR DT,3.23,700.0,216.71826625386998
T185294,C6732225,KURNOOL,1.8,390.0,216.66666666666666
T116268,C3436625,ROURKELA,4.42,957.6,216.65158371040724
T207407,C8513077,TRIVANDRUM,25.01,5418.0,216.63334666133545
T379311,C3697117,PUNE,138.5,30000.0,216.60649819494586
T380317,C3797150,PUNE,138.5,30000.0,216.60649819494586
T958129,C2111732,BANGALORE,4.94,1070.0,216.5991902834008
T160621,C3481461,NORTH  24 PARGANAS,5.59,1210.0,216.45796064400716
T844365,C6212427,NORTH 24 PARGANAS,1.16,251.0,216.3793103448276
T923038,C7021674,JODHPUR,0.89,192.5,216.29213483146066
T531381,C3741441,DEHRADUN,1.48,320.0,216.21621621621622
T749506,C6616466,CHENNAI,0.37,80.0,216.21621621621622
T905223,C2115177,LUDHIANA,10.87,2350.0,216.19135234590618
T300759,C4215580,AGARTALA,56.06,12119.0,216.17909382804137
T164237,C8240715,FARIDABAD,2.29,495.0,216.15720524017468
T199011,C6511548,EAST SINGBHUM,5.1,1101.76,216.0313725490196
T244192,C5057359,CHAPRA SARAN,10.89,2350.0,215.7943067033976
T594001,C8732263,DEHRADUN,4.15,895.0,215.66265060240963
T50419,C2778484,VARANAVASI,2.3,495.91,215.6130434782609
T172397,C4023452,LUDHIANA,13.52,2915.0,215.60650887573965
T231622,C4342943,BANGALORE,8.35,1800.0,215.5688622754491
T523216,C8921586,NAVI MUMBAI,5.8,1250.0,215.51724137931035
T836279,C4012416,NORTH 24 PARGANAS,1.16,250.0,215.51724137931035
T127305,C7434580,SRINAGAR,57.52,12396.0,215.50764951321278
T507433,C3734489,ZIRAKPUR,0.78,168.0,215.3846153846154
T60383,C4649991,PARK MAHAPE NAVI MUMBAI,0.13,28.0,215.3846153846154
T669757,C4457779,MOHALI,23.22,5000.0,215.3316106804479
T864145,C1722874,CHENNAI,0.96,206.69,215.30208333333334
T265109,C5836572,DELHI,7.99,1720.0,215.26908635794743
T160103,C6222873,CHENNAI,0.96,206.59,215.19791666666669
T505981,C8638873,GORAKHPUR,0.33,71.0,215.15151515151513
T1037053,C8224328,MUMBAI,1.05,225.83,215.07619047619048
T516878,C3231658,MUMBAI,0.93,200.0,215.0537634408602
T576769,C3923052,FARIDABAD,3.72,800.0,215.0537634408602
T793641,C3512711,MUMBAI,14.44,3105.0,215.02770083102493
T924987,C1037314,THANE,1.77,380.0,214.68926553672316
T209755,C5331633,SHAHJAHANPUR,2.93,629.0,214.67576791808872
T208173,C7816933,THANE,6.01,1290.0,214.64226289517472
T152410,C5456937,MOHALI,80.92,17368.0,214.63173504695996
T135492,C2788773,MUMBAI,4.66,1000.0,214.59227467811158
T850810,C8522875,DELHI,6.06,1300.0,214.52145214521454
T415053,C2523151,CHENNAI,6.29,1349.0,214.46740858505564
T484347,C2211722,MOHALI,1.73,371.0,214.4508670520231
T957720,C1450236,MUMBAI,13.99,3000.0,214.43888491779842
T293945,C1932557,EAST GODAVARI,7.79,1670.0,214.37740693196406
T808861,C4726259,VILLUPURAM,2.23,478.0,214.34977578475338
T192,C4138629,BANGALORE,0.7,150.0,214.2857142857143
T732394,C4917055,VIDISHA,7.06,1512.75,214.27053824362608
T646488,C8152148,DELHI,14.88,3185.0,214.04569892473117
T12295,C8661229,DELHI,4.58,980.0,213.97379912663754
T620240,C3640274,CHENNAI,77.32,16534.0,213.8385928608381
T71842,C5727111,NOIDA,5.14,1099.0,213.81322957198444
T369928,C5523554,DELHI,2.15,459.52,213.73023255813953
T38974,C3574359,GAUTAM BUDDH NAGAR,2.34,500.0,213.67521367521368
T829898,C1833140,MUMBAI,1.17,250.0,213.67521367521368
T668251,C2018758,SOUTH 24 PARGANAS,5.15,1100.01,213.59417475728154
T821668,C4224383,MANGALORE,2.46,525.0,213.41463414634146
T659735,C3033990,BANGALORE,0.75,160.0,213.33333333333334
T849944,C5615992,DELHI,0.15,32.0,213.33333333333334
T857965,C3815985,DELHI,0.15,32.0,213.33333333333334
T909940,C3515974,DELHI,0.15,32.0,213.33333333333334
T274275,C5024945,PANIPAT,92.65,19760.0,213.2757690232056
T892314,C2025687,BANGALORE,17.37,3700.0,213.0109383995394
T482700,C6482537,GURGAON,1.87,398.33,213.01069518716577
T870384,C5381544,CHENNAI,1.0,213.0,213.0
T1023075,C3423745,PATHANKOT,11.98,2551.0,212.9382303839733
T245531,C3925011,HOWRAH,0.93,198.0,212.90322580645162
T114452,C1811491,TIRUVANNAMALAI,0.94,200.0,212.76595744680853
T221180,C3325459,PATNA,1.41,300.0,212.76595744680853
T449700,C7126166,DELHI,0.47,100.0,212.76595744680853
T490394,C4523285,KOLKATA,0.94,200.0,212.76595744680853
T541661,C2921425,KANPUR,0.94,200.0,212.76595744680853
T598255,C8825411,PATNA,1.41,300.0,212.76595744680853
T982292,C5611454,TIRUVANNAMALAI,0.94,200.0,212.76595744680853
T864540,C1136654,RANGA REDDY,9.76,2075.3,212.6331967213115
T906168,C6225216,NEW DELHI,48.92,10400.0,212.5919869174162
T377054,C1830365,MUMBAI,0.8,170.0,212.5
T613990,C5539759,KASHIPUR,1.92,408.0,212.5
T636348,C3027937,HYDERABAD,1.13,240.0,212.38938053097348
T63214,C3181919,BANGALORE,8.22,1745.0,212.28710462287103
T709868,C8557220,BANGALORE,6.43,1365.0,212.28615863141525
T501714,C7614861,AGARTALA,3.51,745.0,212.25071225071227
T549292,C4016075,NAVI MUMBAI,4.0,849.0,212.25
T500464,C2816811,ERNAKULAM,4.91,1042.0,212.21995926680245
T818521,C6914359,BANGALORE,28.8,6110.0,212.15277777777777
T820250,C7014332,BANGALORE,28.8,6110.0,212.15277777777777
T322900,C2813076,BANGALORE,36.33,7706.79,212.13294797687863
T452574,C6238821,GORAKHPUR,0.33,70.0,212.12121212121212
T3168,C5925588,JALANDHAR,297.14,63000.0,212.02126943528305
T874646,C7129852,KOTA,20.05,4251.0,212.01995012468828
T702884,C7927959,VARANASI,0.75,159.0,212.0
T118987,C1140119,BANGALORE,9.44,2000.0,211.86440677966104
T768691,C5342863,EAST MUMBAI,5.66,1199.0,211.83745583038868
T840718,C6942885,EAST MUMBAI,5.66,1199.0,211.83745583038868
T848449,C6724759,KUSHI NAGAR,1.19,252.0,211.76470588235296
T117734,C5353431,MEERUT,4.56,965.0,211.6228070175439
T152699,C8132068,PUMP NR YES BANK SURAT,0.52,110.0,211.53846153846152
T318157,C3422927,SHAHJAHANPUR,0.52,110.0,211.53846153846152
T469883,C3131879,SCHOOL HYDERABAD,0.54,114.21,211.49999999999997
T474002,C8731849,SCHOOL HYDERABAD,0.54,114.21,211.49999999999997
T919879,C1328470,AMRITSAR,4.73,1000.0,211.4164904862579
T923600,C2828441,AMRITSAR,4.73,1000.0,211.4164904862579
T342539,C3920476,GHAZIABAD,49.1,10376.0,211.32382892057026
T936204,C4426451,HYDERABAD,1.42,300.0,211.26760563380282
T863737,C7712976,NAVI MUMBAI,24.86,5251.77,211.25382139983913
T577010,C1620547,NOIDA,11.17,2359.0,211.19068934646376
T392386,C2428577,MUMBAI,47.36,10000.0,211.14864864864865
T386182,C7414812,AGARTALA,3.51,740.0,210.82621082621083
T892774,C2277472,MOHALI,4.39,925.0,210.70615034168566
T275735,C5225348,KOLKATA,0.95,200.0,210.5263157894737
T744703,C5023060,NEW DELHI,0.95,200.0,210.5263157894737
T877241,C6132325,NOIDA,0.95,200.0,210.5263157894737
T900565,C6838240,MUMBAI,4.75,1000.0,210.52631578947367
T262377,C6618482,RANGA REDDY,1.19,250.0,210.0840336134454
T895523,C3044577,HYDERABAD,3.38,710.0,210.05917159763314
T935745,C4899488,HAPUR,8.65,1817.0,210.05780346820808
T324479,C4920426,MUMBAI,1.0,210.0,210.0
T424125,C4916486,BANASKANTHA,0.5,105.0,210.0
T554508,C5010023,MUMBAI,1.0,210.0,210.0
T679606,C1073627,MUMBAI,1.0,210.0,210.0
T143359,C3515214,NEW DELHI,14.28,2996.0,209.80392156862746
T58089,C3112974,RAISEN,27.65,5801.0,209.80108499095843
T554987,C4335435,III BLOCK BANGALORE,0.42,88.0,209.52380952380952
T508596,C5015986,DELHI,65.19,13656.0,209.47998159226876
T455149,C6139724,FATEHABAD,0.53,111.0,209.43396226415092
T257640,C3118833,NAVI MUMBAI,1.91,400.0,209.4240837696335
T1047237,C4032440,ABU DHABI,143.28,30000.0,209.38023450586263
T84757,C2230343,PUNE,1.93,404.0,209.32642487046633
T997659,C4687458,CHENNAI,30.34,6350.0,209.2946605141727
T578231,C8130728,DELHI,8.36,1749.0,209.21052631578948
T754348,C7239542,DELHI,2.61,546.0,209.19540229885058
T74138,C4080126,RUWI,78.92,16500.0,209.07247845919917
T703599,C8032280,BANGALORE,33.46,6989.0,208.8762701733413
T827394,C6486959,DELHI,83.0,17335.0,208.85542168674698
T730707,C7678461,VARANAVASI,2.3,480.0,208.69565217391306
T15964,C4593357,TIRUPPUR,23.97,5000.0,208.59407592824365
T228907,C4621136,BANGALORE,4.06,846.8,208.57142857142858
T1029149,C8939488,HYDERABAD,1.66,346.0,208.43373493975903
T629727,C5873359,HOJAI,6.6,1375.65,208.43181818181822
T870299,C7673356,HOJAI,6.6,1375.65,208.43181818181822
T875252,C4873328,HOJAI,6.6,1375.65,208.43181818181822
T156547,C5113281,MUMBAI,1.2,250.0,208.33333333333334
T338629,C8719314,INDORE,0.48,100.0,208.33333333333334
T352198,C4819324,INDORE,0.48,100.0,208.33333333333334
T583443,C4220633,NOIDA,0.48,100.0,208.33333333333334
T921264,C3085832,THANE,0.24,50.0,208.33333333333334
T674608,C5927432,NEW DELHI,10.56,2200.0,208.33333333333331
T864373,C4839080,PUNE,78.29,16300.0,208.20028100651422
T865781,C2039023,PUNE,78.29,16300.0,208.20028100651422
T866189,C3739073,PUNE,78.29,16300.0,208.20028100651422
T866829,C1439066,PUNE,78.29,16300.0,208.20028100651422
T993889,C5230227,NEW DELHI,13.3,2767.0,208.04511278195488
T234327,C2445992,NEW DELHI,6.27,1304.0,207.9744816586922
T455698,C2914029,SRIKAKULAM,0.76,158.0,207.89473684210526
T755735,C6925084,PORT BLAIR,25.02,5200.0,207.83373301358912
T511408,C8520064,NEW DELHI,12.03,2500.0,207.81379883624274
T239904,C5336984,HYDERABAD,6.28,1305.0,207.80254777070064
T105552,C5137479,GHAZIABAD,0.77,160.0,207.7922077922078
T645892,C8439461,NOIDA,3.85,800.0,207.7922077922078
T647597,C8439472,NOIDA,3.85,800.0,207.7922077922078
T975162,C4021512,MUMBAI,1.91,396.7,207.69633507853405
T674997,C2614559,MANGALORE,15.22,3158.9,207.54927726675427
T512234,C2429465,TARAPUR APP THANE THANE,4.57,948.0,207.43982494529538
T807547,C8331991,THANJAVUR DT,3.23,670.0,207.43034055727554
T657033,C6021946,SADARMANGALA BANGALORE,127.13,26369.0,207.41760402737356
T55056,C1521277,BANGALORE,29.33,6076.0,207.15990453460623
T83059,C7830482,INDORE,0.28,58.0,207.1428571428571
T28799,C1144527,HYDERABAD,3.38,700.0,207.10059171597635
T815722,C7875122,NEW DELHI,154.53,32000.0,207.07953148256001
T630188,C2228664,PANIPAT,0.71,147.0,207.04225352112678
T923047,C7131113,REWARI,24.15,5000.0,207.0393374741201
T857868,C6331982,DELHI,1.28,265.0,207.03125
T278152,C2157241,BANGALORE,6.43,1331.0,206.99844479004668
T269882,C3335840,CHENNAI,14.45,2990.0,206.9204152249135
T298289,C4423221,GAUTAM BUDDHA NAGAR,0.29,60.0,206.89655172413794
T78815,C6036914,KHURJA,28.04,5800.0,206.84736091298146
T265911,C3812880,GANDHINAGAR,14.52,3003.0,206.8181818181818
T267426,C3912831,GANDHINAGAR,14.52,3003.0,206.8181818181818
T307157,C9035773,BANGALORE,45.52,9407.0,206.65641476274163
T13468,C5512819,GANDHINAGAR,14.52,3000.0,206.61157024793388
T425777,C3320519,GURGAON,1.15,237.56,206.57391304347829
T472465,C5227224,K V RANGAREDDY,8.52,1760.0,206.57276995305165
T56195,C7228188,DELHI,0.92,190.0,206.52173913043478
T1018160,C6625385,DELHI,0.63,130.0,206.34920634920636
T91363,C5126258,VILLUPURAM,2.23,460.0,206.2780269058296
T895919,C3322152,DELHI,13.14,2710.0,206.24048706240487
T864633,C1255911,WARANGAL,193.48,39900.0,206.22286541244574
T642412,C7527654,HOSUR,5.65,1165.0,206.1946902654867
T295709,C3839089,NEW DELHI,8.97,1849.0,206.13154960981046
T387819,C7929131,MUMBAI,30.84,6356.7,206.11867704280155
T176877,C8920570,GURGAON,1.15,237.0,206.08695652173915
T815767,C4841679,DELHI,5.29,1090.0,206.0491493383743
T94061,C3612514,MUMBAI,4.32,890.0,206.0185185185185
T512186,C1998858,AJMER,6.82,1405.0,206.01173020527858
T277124,C7432453,MARSEILLE,61.57,12680.0,205.94445346759787
T111782,C2228771,NEW DELHI,2.43,500.0,205.76131687242798
T937211,C2411371,DELHI,4.86,1000.0,205.76131687242798
T779316,C2719913,ALWAR,4.91,1010.0,205.70264765784114
T24619,C6587130,PERAMBALUR,1.24,255.0,205.6451612903226
T38493,C4215779,NEW DELHI,446.93,91907.48,205.64177835455214
T950049,C8524356,INDORE,9.24,1900.0,205.6277056277056
T988109,C3331944,THANJAVUR DT,3.23,664.0,205.57275541795667
T57771,C1818392,MUMBAI,6.77,1390.0,205.31757754800591
T769277,C8413958,NOIDA,17.71,3635.0,205.25127046866177
T974698,C8233764,DELHI,5.46,1120.0,205.12820512820514
T119214,C8236631,RANGA REDDY,9.76,2002.0,205.12295081967213
T910706,C8951956,UDAIPUR,2.96,606.9,205.03378378378378
T266469,C1477485,MOHALI,4.39,900.0,205.0113895216401
T737402,C3677442,MOHALI,4.39,900.0,205.0113895216401
T774585,C8236728,BANGALORE,5.61,1150.0,204.9910873440285
T586345,C6930157,NEAR JAIPUR GOLDEN HOSPITAL DELHI,16.59,3400.0,204.94273658830622
T254631,C1246919,AHMEDABAD,2.44,500.0,204.91803278688525
T257409,C3946935,AHMEDABAD,2.44,500.0,204.91803278688525
T454884,C4117290,NEW DELHI,3.66,750.0,204.91803278688525
T331193,C1229841,DELHI,6.98,1430.0,204.87106017191977
T979653,C1578920,ELPHINSTONE ROAD W MUMBAI,6.39,1309.0,204.8513302034429
T249547,C2414111,MANDI,37.14,7600.0,204.63112547119007
T220180,C7917037,GURGAON,3.03,620.0,204.62046204620464
T71888,C3340179,MANDYA,3.31,677.0,204.53172205438065
T122002,C3014126,NEW DELHI,2.69,550.0,204.46096654275092
T18491,C4314142,NEW DELHI,2.69,550.0,204.46096654275092
T494765,C1341587,THANE,0.46,94.0,204.3478260869565
T210789,C8024927,GONDA,24.47,5000.0,204.3318348998774
T718268,C8031479,PUNE,8.74,1785.0,204.23340961098398
T374827,C4833952,NADIA,0.24,49.0,204.16666666666669
T175220,C5338239,JAMSHEDPUR,3.67,749.0,204.08719346049045
T632772,C6021261,KOLKATA,2.94,600.0,204.08163265306123
T941996,C8523218,KOCHI,4.41,900.0,204.0816326530612
T951296,C6923292,KOCHI,4.41,900.0,204.0816326530612
T722397,C2911375,NAVI MUMBAI,9.66,1970.0,203.93374741200827
T594621,C2041617,LUCKNOW,12.3,2508.0,203.90243902439022
T600108,C1316716,SONIPAT,1.57,320.0,203.8216560509554
T126268,C4712536,MUMBAI,4.32,880.0,203.7037037037037
T419163,C1217221,NEW DELHI,3.66,745.0,203.551912568306
T970893,C4213590,DELHI,2.29,466.0,203.4934497816594
T182409,C1838622,BANGALORE,0.7,142.43,203.4714285714286
T742740,C4313018,NOIDA,84.0,17075.0,203.27380952380952
T235443,C3621279,NEW DELHI,9.84,2000.0,203.2520325203252
T923115,C2584043,AMETHI,59.09,11999.0,203.06312404806226
T582411,C7442045,NEW DELHI,0.99,201.0,203.03030303030303
T678142,C6616792,HARIJ,4.95,1005.0,203.03030303030303
T380569,C4927449,NAVI MUMBAI,24.63,5000.0,203.00446609825417
T478341,C3711316,MUMBAI,55.51,11268.63,203.0018014772113
T867916,C6626131,NEVILLEHOUSE  MUMBAI,23.4,4748.0,202.9059829059829
T420169,C2231068,NEW DELHI,6.9,1400.0,202.89855072463766
T359968,C4111856,STORE BANGALORE,8.63,1751.0,202.89687137891076
T556289,C7728519,JABALPUR,10.9,2211.0,202.8440366972477
T418925,C8134951,NORTH 24 PARGANAS,1.46,296.0,202.73972602739727
T332413,C7423767,VISAKHAPATNAM,0.74,150.0,202.7027027027027
T1040494,C7938170,DELHI,3.85,780.0,202.5974025974026
T673095,C2015345,NAGPUR,12.81,2595.0,202.576112412178
T712833,C6330745,FARIDABAD,7.41,1500.0,202.42914979757086
T200637,C7118842,SONIPAT,5.49,1111.0,202.367941712204
T768607,C2398825,DELHI,7.18,1453.0,202.36768802228414
T705528,C4610621,MALDA,6.42,1299.0,202.33644859813083
T467027,C5330965,PUNE,10.22,2067.0,202.2504892367906
T756727,C8740374,GOLAGHAT,1.34,271.0,202.23880597014923
T935520,C4729765,GURGAON,5.44,1100.0,202.20588235294116
T97198,C7430464,MUMBAI,5.46,1104.0,202.1978021978022
T657508,C1211688,NASHIK,4.31,871.0,202.0881670533643
T624503,C8285449,DELHI,0.49,99.0,202.0408163265306
T660717,C2125763,WAYANAD,0.99,200.0,202.02020202020202
T627015,C2013725,MUMBAI,1.0,202.0,202.0
T950547,C1840235,PATIALA,5.35,1080.0,201.8691588785047
